start_date,ndvi,region_id
2013-12-27,0.679106281951304,93
2014-01-01,0.701431243483,93
2014-01-09,0.745149029525624,93
2014-01-17,0.747390798226164,93
2014-01-25,0.768324560532327,93
2014-02-02,0.757171710114879,93
2014-02-10,0.779809890123,93
2014-02-18,0.765280472273415,93
2014-02-26,0.761799059115854,93
2014-03-06,0.722181784793249,93
2014-03-22,0.745921045261847,93
2014-04-07,0.796479847885974,93
2014-04-15,0.813054273277,93
2014-04-23,0.813841149678681,93
2014-05-01,0.792860155975071,93
2014-05-09,0.821973711973159,93
2014-05-17,0.825394722468122,93
2014-05-25,0.811310418176138,93
2014-06-02,0.799543257022893,93
2014-06-10,0.804911669822831,93
2014-06-18,0.797608210255609,93
2014-06-26,0.816153494515229,93
2014-07-04,0.785963673853058,93
2014-07-12,0.763183075309937,93
2014-07-20,0.769888948167604,93
2014-07-28,0.783164291072768,93
2014-08-05,0.788923604777416,93
2014-08-13,0.794344466596362,93
2014-08-21,0.802683398598769,93
2014-08-29,0.78612835046998,93
2014-09-06,0.797904464285714,93
2014-09-22,0.797626982479449,93
2014-09-30,0.771164919432359,93
2014-10-08,0.791387601246548,93
2014-10-16,0.763719108431646,93
2014-10-24,0.772451505969114,93
2014-11-01,0.712975350535,93
2014-11-09,0.752978442114,93
2014-12-03,0.770810128559,93
2014-12-11,0.728102168920643,93
2015-01-01,0.734260869565,93
2015-01-09,0.743088316999584,93
2015-01-17,0.78927113664662,93
2015-01-25,0.778293250061748,93
2015-02-02,0.764576065239552,93
2015-02-10,0.758693056243,93
2015-02-18,0.768034416434,93
2015-02-26,0.744526375573,93
2015-03-06,0.743055171616,93
2015-03-14,0.71539402812,93
2015-03-22,0.768856820898071,93
2015-03-30,0.783711682837951,93
2015-04-07,0.77337663029,93
2015-04-15,0.796737052862,93
2015-05-01,0.79379898137166,93
2015-05-09,0.809217652148832,93
2015-05-17,0.810482735339506,93
2015-05-25,0.807549077712361,93
2015-06-02,0.816269076116718,93
2015-06-10,0.820527395277674,93
2015-06-18,0.789467330386048,93
2015-06-26,0.809273669128183,93
2015-07-04,0.793012639156274,93
2015-07-12,0.799081905456313,93
2015-07-20,0.793614467061691,93
2015-07-28,0.789167158766,93
2015-08-05,0.750237567251,93
2015-08-13,0.815081968554682,93
2015-08-21,0.749403821884,93
2015-08-29,0.756371591822,93
2015-09-06,0.573140894092,93
2015-09-14,0.662689540104,93
2015-10-08,0.776006554772056,93
2015-10-16,0.760105519941,93
2015-10-24,0.792573428152,93
2015-11-01,0.779606861272,93
2015-11-09,0.749970339096,93
2015-11-17,0.767580404775,93
2015-12-03,0.753811747673,93
2015-12-19,0.800842845844111,93
2015-12-27,0.745923090151,93
2016-01-01,0.753048306782,93
2016-01-09,0.742819294817254,93
2016-01-17,0.827133810236788,93
2016-02-02,0.784132800403299,93
2016-02-10,0.819736649460347,93
2016-02-26,0.789684284269,93
2016-03-05,0.78867544622,93
2016-03-13,0.793469413556,93
2016-03-21,0.790450898801598,93
2016-03-29,0.760265262620461,93
2016-04-06,0.789329860449,93
2016-04-14,0.797022024809,93
2016-04-22,0.827596740064109,93
2016-04-30,0.816407140526684,93
2016-05-08,0.80151417132148,93
2016-05-16,0.826936182460827,93
2016-05-24,0.819007464836062,93
2016-06-01,0.810672883511233,93
2016-06-09,0.821154442661309,93
2016-06-25,0.783145171841192,93
2016-07-03,0.791493074478504,93
2016-07-11,0.816654665229529,93
2016-07-27,0.811372959773808,93
