customer_id,0
CST_115179,1
CST_121920,0
CST_109330,0
CST_128288,0
CST_151355,0
CST_123268,0
CST_127502,0
CST_151722,0
CST_111670,0
CST_153773,0
CST_142986,0
CST_147654,1
CST_165186,0
CST_114892,0
CST_106781,0
CST_119686,0
CST_107195,1
CST_162929,1
CST_119824,0
CST_144202,0
CST_151332,0
CST_105226,0
CST_109578,1
CST_119972,0
CST_138824,0
CST_144927,0
CST_143579,0
CST_115589,0
CST_149142,0
CST_159518,0
CST_132881,0
CST_119708,0
CST_106117,0
CST_143621,0
CST_124692,0
CST_103397,0
CST_157798,0
CST_160156,0
CST_137097,0
CST_116941,0
CST_165874,0
CST_141209,0
CST_116401,0
CST_105775,0
CST_141275,0
CST_159503,0
CST_165701,0
CST_130624,0
CST_159841,0
CST_123543,0
CST_130816,0
CST_162883,0
CST_157640,0
CST_127366,0
CST_120451,0
CST_152237,0
CST_158979,0
CST_155270,0
CST_124541,0
CST_109758,1
CST_152434,0
CST_102676,0
CST_107947,0
CST_108356,0
CST_138895,0
CST_126404,0
CST_142693,0
CST_127018,0
CST_117646,0
CST_129351,0
CST_164805,0
CST_121620,0
CST_139514,1
CST_136990,0
CST_122634,0
CST_126809,0
CST_137891,0
CST_117541,0
CST_138017,1
CST_129960,1
CST_122890,0
CST_117777,0
CST_120670,0
CST_129421,0
CST_108840,1
CST_143922,0
CST_145999,0
CST_131351,0
CST_101410,0
CST_129479,0
CST_119917,0
CST_163066,0
CST_123421,1
CST_100562,0
CST_156615,0
CST_113590,0
CST_129315,0
CST_111640,1
CST_139237,0
CST_110331,0
CST_106820,0
CST_134337,0
CST_103116,0
CST_129445,0
CST_142320,0
CST_138215,0
CST_101729,0
CST_124665,0
CST_164335,0
CST_153814,0
CST_135400,0
CST_127283,0
CST_143524,0
CST_136757,0
CST_113138,0
CST_161453,0
CST_107490,0
CST_152059,0
CST_121454,0
CST_116087,0
CST_119257,0
CST_151496,0
CST_164674,0
CST_120685,0
CST_154700,0
CST_112923,0
CST_126426,0
CST_116301,0
CST_105082,0
CST_105783,0
CST_140345,1
CST_140860,0
CST_134220,0
CST_137981,0
CST_152058,0
CST_158231,1
CST_104011,0
CST_162057,0
CST_108444,0
CST_158520,0
CST_134404,1
CST_152933,0
CST_104340,0
CST_115880,0
CST_136983,0
CST_129128,0
CST_132836,0
CST_150690,0
CST_150038,0
CST_140370,0
CST_133878,0
CST_163125,0
CST_118950,0
CST_125831,0
CST_111892,0
CST_137771,0
CST_147131,0
CST_125454,0
CST_147773,0
CST_135074,0
CST_129537,0
CST_143941,0
CST_122783,0
CST_148135,0
CST_136000,0
CST_123514,0
CST_115389,0
CST_114817,0
CST_133371,0
CST_151672,0
CST_118841,0
CST_112440,0
CST_154988,0
CST_149280,0
CST_104279,0
CST_153285,0
CST_114544,0
CST_149673,0
CST_118196,0
CST_165779,0
CST_152718,1
CST_156880,0
CST_112251,0
CST_114891,1
CST_128107,0
CST_107685,0
CST_117273,0
CST_163758,0
CST_124548,0
CST_111591,0
CST_163699,0
CST_148892,0
CST_124308,0
CST_130575,0
CST_158064,0
CST_133633,0
CST_117191,0
CST_135535,0
CST_111726,0
CST_127341,0
CST_124577,0
CST_141726,0
CST_142265,0
CST_107960,0
CST_143631,0
CST_143606,0
CST_147816,0
CST_122185,0
CST_156584,0
CST_140276,0
CST_164058,0
CST_165335,1
CST_155315,0
CST_157385,0
CST_126166,0
CST_103204,1
CST_141417,0
CST_148142,0
CST_114961,0
CST_160388,0
CST_151301,0
CST_137659,0
CST_100440,0
CST_162489,0
CST_132188,0
CST_134140,0
CST_149358,0
CST_110928,0
CST_144308,0
CST_148704,0
CST_154458,0
CST_144167,0
CST_134049,0
CST_148613,0
CST_161565,0
CST_154391,0
CST_143570,0
CST_163455,0
CST_124891,0
CST_122485,0
CST_136193,0
CST_117378,0
CST_107311,0
CST_102101,0
CST_108837,0
CST_111152,0
CST_146930,0
CST_156188,0
CST_141322,0
CST_113854,0
CST_142911,0
CST_137613,0
CST_148391,0
CST_102098,0
CST_136468,0
CST_133289,0
CST_126480,1
CST_145686,0
CST_135276,0
CST_137568,0
CST_120286,0
CST_103470,0
CST_109462,0
CST_156894,0
CST_115722,0
CST_146478,0
CST_101094,0
CST_104825,0
CST_137647,0
CST_137257,1
CST_108862,0
CST_162197,0
CST_124627,0
CST_122402,0
CST_136396,0
CST_148019,0
CST_113718,0
CST_161348,0
CST_119613,1
CST_105105,0
CST_129627,0
CST_115102,0
CST_157717,0
CST_140600,1
CST_153038,0
CST_158025,0
CST_121042,1
CST_161801,0
CST_102574,1
CST_107788,0
CST_113927,0
CST_151873,0
CST_110959,0
CST_138781,0
CST_156821,0
CST_150885,1
CST_134701,0
CST_118835,0
CST_146899,0
CST_114005,0
CST_146904,0
CST_123674,0
CST_147098,0
CST_106537,0
CST_143783,0
CST_133623,0
CST_111289,0
CST_154602,0
CST_113514,0
CST_135994,0
CST_161476,0
CST_122302,0
CST_155161,0
CST_137876,0
CST_107979,1
CST_158110,0
CST_110794,0
CST_117398,0
CST_146310,0
CST_157933,0
CST_151198,0
CST_138500,0
CST_101390,0
CST_129055,0
CST_165446,0
CST_159900,0
CST_159358,0
CST_117197,1
CST_108594,1
CST_109062,0
CST_156258,0
CST_154374,0
CST_155584,0
CST_118965,0
CST_146120,0
CST_131955,0
CST_138553,0
CST_147450,0
CST_130343,0
CST_111890,0
CST_156151,0
CST_130846,0
CST_107098,0
CST_120892,0
CST_152826,0
CST_163294,0
CST_128600,0
CST_160781,0
CST_163948,0
CST_127657,0
CST_135181,0
CST_132911,0
CST_107909,0
CST_122916,0
CST_148972,0
CST_152332,1
CST_136182,0
CST_142164,0
CST_139177,0
CST_139667,0
CST_148496,0
CST_143803,0
CST_130782,1
CST_148787,0
CST_158818,0
CST_117593,0
CST_123923,0
CST_128395,0
CST_139908,0
CST_112778,0
CST_160239,0
CST_108664,0
CST_162730,0
CST_154785,0
CST_161971,0
CST_159759,0
CST_101648,0
CST_146112,1
CST_146660,0
CST_125733,0
CST_110630,0
CST_136034,0
CST_160161,0
CST_165888,0
CST_161449,0
CST_147586,0
CST_103142,0
CST_144240,0
CST_120350,0
CST_126470,0
CST_124051,0
CST_133589,0
CST_149475,0
CST_131596,1
CST_161676,0
CST_163248,0
CST_116244,0
CST_107296,0
CST_130172,0
CST_135303,0
CST_160612,0
CST_146309,1
CST_142131,0
CST_152902,0
CST_109177,0
CST_161016,0
CST_154845,0
CST_124594,0
CST_150158,0
CST_133724,0
CST_154343,0
CST_134593,0
CST_138792,0
CST_145843,0
CST_107283,0
CST_111270,0
CST_136320,0
CST_102529,1
CST_131701,0
CST_104413,0
CST_162304,0
CST_110546,0
CST_163998,1
CST_131689,0
CST_107288,0
CST_121083,0
CST_135185,0
CST_137095,0
CST_106677,0
CST_115861,0
CST_125686,0
CST_151970,0
CST_117408,0
CST_106557,0
CST_108125,0
CST_131910,0
CST_104844,1
CST_128748,0
CST_137100,0
CST_128109,0
CST_154706,0
CST_143253,0
CST_122606,0
CST_125806,0
CST_107053,0
CST_161522,0
CST_117891,0
CST_155301,0
CST_161270,0
CST_148828,0
CST_149693,0
CST_110464,0
CST_122440,0
CST_143319,0
CST_110382,0
CST_108914,0
CST_135513,0
CST_101288,0
CST_154667,0
CST_100707,0
CST_106935,0
CST_144412,0
CST_137212,0
CST_117659,0
CST_143925,1
CST_149470,0
CST_155468,0
CST_120560,0
CST_103925,0
CST_104489,0
CST_136464,0
CST_160926,0
CST_156973,0
CST_144723,0
CST_143885,0
CST_158579,0
CST_163817,0
CST_102911,0
CST_128353,0
CST_152388,0
CST_113027,0
CST_142252,1
CST_130770,1
CST_138097,0
CST_156284,0
CST_128081,0
CST_112898,0
CST_142743,0
CST_102081,0
CST_151943,0
CST_135741,0
CST_153533,0
CST_164710,0
CST_159960,0
CST_149100,0
CST_117849,0
CST_111577,0
CST_143158,0
CST_120589,0
CST_107896,0
CST_116104,0
CST_105480,0
CST_127632,0
CST_149812,0
CST_148036,0
CST_146217,0
CST_134167,0
CST_137308,0
CST_135627,0
CST_144180,0
CST_114661,0
CST_157725,0
CST_119399,0
CST_145480,0
CST_103559,0
CST_100061,0
CST_155446,0
CST_101586,0
CST_147635,0
CST_122649,0
CST_125613,1
CST_104338,0
CST_156248,0
CST_115816,0
CST_159799,0
CST_126061,0
CST_159026,0
CST_150242,0
CST_119028,0
CST_165179,0
CST_115367,0
CST_165570,1
CST_137545,0
CST_144595,0
CST_153421,0
CST_111090,1
CST_107857,0
CST_135148,0
CST_148392,0
CST_116370,0
CST_165961,0
CST_141262,0
CST_135519,0
CST_154035,0
CST_161447,0
CST_106036,1
CST_134368,0
CST_104889,0
CST_134664,0
CST_128286,0
CST_131506,1
CST_114657,0
CST_152869,1
CST_112253,0
CST_164434,0
CST_132388,1
CST_154086,0
CST_139687,0
CST_126557,0
CST_123468,1
CST_113147,0
CST_160609,0
CST_144296,0
CST_153303,0
CST_114620,0
CST_153085,0
CST_102796,1
CST_160566,0
CST_132542,1
CST_115960,0
CST_130496,0
CST_160964,0
CST_131363,0
CST_151572,0
CST_126364,0
CST_136803,0
CST_121993,0
CST_130920,0
CST_121955,0
CST_165187,1
CST_114244,0
CST_122947,0
CST_127443,0
CST_157215,0
CST_148752,0
CST_134086,0
CST_126155,0
CST_109904,0
CST_134624,0
CST_100915,0
CST_159825,0
CST_156558,0
CST_126215,0
CST_149000,0
CST_112111,0
CST_143304,0
CST_155492,0
CST_125260,1
CST_123510,0
CST_137335,0
CST_159859,0
CST_140480,0
CST_123047,0
CST_165957,0
CST_155558,0
CST_105684,0
CST_116053,0
CST_105371,0
CST_141498,0
CST_131061,0
CST_128809,0
CST_111808,0
CST_121520,0
CST_126446,0
CST_100210,0
CST_118782,0
CST_147870,0
CST_165554,0
CST_113024,0
CST_165091,0
CST_145800,0
CST_137218,0
CST_100207,0
CST_120072,0
CST_109506,0
CST_137929,0
CST_156013,0
CST_113758,0
CST_122474,0
CST_107941,0
CST_112318,0
CST_142824,1
CST_112301,0
CST_100325,0
CST_118002,0
CST_141683,0
CST_124700,0
CST_123708,0
CST_117518,0
CST_155397,0
CST_162624,0
CST_139483,0
CST_116808,0
CST_160310,0
CST_161298,0
CST_163775,0
CST_107974,0
CST_134586,0
CST_123016,0
CST_145779,0
CST_123557,1
CST_154302,0
CST_132680,0
CST_157055,0
CST_105418,0
CST_135549,0
CST_147123,0
CST_148262,1
CST_145978,0
CST_144511,0
CST_129825,1
CST_144233,0
CST_117081,0
CST_125962,0
CST_103100,0
CST_156704,0
CST_115718,0
CST_139063,0
CST_133857,0
CST_132961,0
CST_100646,1
CST_157370,0
CST_153129,0
CST_165506,0
CST_136704,0
CST_148414,0
CST_160561,0
CST_128219,0
CST_121393,0
CST_139071,0
CST_112542,0
CST_134284,0
